Final
19	15	13	12	22	19	20	16	14	2	0	21	19	17	18	23	14	15	24	10	9	8	21	20	9	6	19	15	11	6	4	19	15	13	8	14	13	11	23	14	11	11	20	19	17	8	22	7	20	17	11	12	22	19	15	14	22	23	25	9	12	23	15	16	22	19	18	16	22	20	17	18	26	30	24	10	25	21	16	14	12	19	16	25	23	18	20	21	
10	13	15	17	6	9	2	6	8	23	21	0	5	8	13	9	14	15	9	18	19	20	6	8	18	21	4	7	10	15	17	2	6	8	18	12	13	15	11	14	17	21	8	9	11	21	5	20	3	8	20	19	8	10	13	25	7	9	11	20	17	6	14	13	5	8	11	15	7	9	12	13	11	15	10	20	10	14	14	16	18	16	18	10	13	13	15	16	
14	10	12	14	10	6	7	3	5	21	19	5	0	3	8	4	12	13	14	15	16	17	11	10	16	19	9	6	8	13	15	7	5	7	17	11	12	14	16	19	18	20	13	14	16	19	10	18	8	7	20	20	12	9	12	25	12	14	16	20	18	11	15	14	10	9	12	16	12	13	14	15	16	20	15	21	15	19	15	17	19	17	19	15	17	15	17	18	
17	13	15	17	13	9	10	6	4	19	17	8	3	0	5	7	9	10	16	16	15	16	13	12	14	17	11	7	6	11	13	10	6	4	14	8	9	11	18	20	17	19	16	17	19	17	13	16	11	8	17	18	13	10	9	23	15	17	19	18	19	14	16	15	13	10	13	16	15	14	11	12	19	23	18	19	18	21	16	18	20	16	19	18	17	12	14	15	
22	18	20	22	18	14	15	11	9	20	18	13	8	5	0	12	4	5	21	21	20	21	18	17	19	19	16	12	11	16	14	15	11	9	10	6	5	7	23	25	22	22	21	22	24	18	18	17	16	13	13	14	14	11	7	24	19	21	23	19	18	18	15	14	16	15	12	14	14	12	9	10	23	27	22	20	22	20	15	17	19	14	17	17	15	10	12	13	
18	14	16	18	14	10	11	7	9	25	23	9	4	7	12	0	16	17	18	19	20	21	15	14	20	23	13	10	12	17	19	11	9	11	21	15	16	18	20	23	22	24	17	18	20	23	14	22	12	11	24	24	16	13	16	29	16	18	20	24	22	15	19	18	14	13	16	20	16	17	18	19	20	24	19	25	19	23	19	21	23	21	23	19	21	19	21	22	
20	20	20	19	16	16	16	13	11	16	14	14	12	9	4	16	0	1	18	17	16	17	15	14	15	15	13	9	8	12	10	12	8	6	6	2	1	3	20	21	18	18	17	18	20	14	15	13	13	9	9	10	10	7	3	20	15	17	19	15	14	14	11	10	12	11	8	10	10	8	5	6	19	23	18	16	18	16	11	13	15	10	13	13	11	6	8	9	
21	21	21	20	17	17	17	14	12	17	15	15	13	10	5	17	1	0	19	18	17	18	16	15	16	16	14	10	9	13	11	13	9	7	7	3	2	4	21	22	19	19	18	19	21	15	16	14	14	10	10	11	11	8	4	21	16	18	20	16	15	15	12	11	13	12	9	11	11	9	6	7	20	24	19	17	19	17	12	14	16	11	14	14	12	7	9	10	
5	9	11	13	4	8	8	11	13	22	24	9	14	16	21	18	18	19	0	14	15	16	3	5	16	18	5	9	13	18	20	7	10	12	22	16	17	19	2	11	14	18	5	6	8	20	8	21	8	12	25	24	13	14	17	23	7	9	11	21	22	8	19	18	10	13	16	20	12	14	17	18	11	15	10	22	12	15	19	21	23	21	23	15	18	18	20	21	
9	5	3	4	13	9	16	12	13	8	10	18	15	16	21	19	17	18	14	0	1	2	14	13	2	4	16	14	10	5	7	17	14	12	11	16	16	14	14	5	3	5	11	10	8	6	14	7	16	16	11	12	20	18	17	10	13	14	16	7	10	14	13	14	16	18	16	14	18	20	19	18	17	21	15	8	18	19	14	12	10	17	14	21	24	20	19	20	
10	6	4	3	14	10	17	13	12	7	9	19	16	15	20	20	16	17	15	1	0	1	15	14	1	3	17	13	9	4	6	17	13	11	10	15	15	13	14	5	2	4	11	10	8	5	14	6	16	15	10	11	20	17	16	9	13	14	16	6	9	14	12	13	16	17	15	13	18	20	18	17	17	21	15	7	18	18	13	11	9	16	13	21	24	19	18	19	
11	7	5	4	15	11	18	14	13	6	8	20	17	16	21	21	17	18	16	2	1	0	16	15	2	2	18	14	10	5	7	18	14	12	11	16	16	14	15	6	3	3	12	11	9	4	15	5	17	16	9	10	21	18	17	8	14	15	17	5	8	15	11	12	17	17	14	12	19	20	17	16	18	22	16	6	19	17	12	10	8	15	12	22	23	18	17	18	
5	9	11	13	1	5	5	8	10	22	21	6	11	13	18	15	15	16	3	14	15	16	0	2	16	18	2	6	10	15	17	4	7	9	19	13	14	16	5	11	14	18	5	6	8	20	5	20	5	9	22	21	10	11	14	23	7	9	11	21	19	6	16	15	7	10	13	17	9	11	14	15	11	15	10	22	10	14	16	18	20	18	20	12	15	15	17	18	
7	8	10	12	3	4	7	7	9	21	20	8	10	12	17	14	14	15	5	13	14	15	2	0	15	17	4	5	9	14	16	6	6	8	18	12	13	15	7	10	13	17	6	5	7	19	7	19	7	8	21	21	12	10	13	22	8	9	11	20	19	8	16	15	9	10	13	17	11	13	15	16	12	16	10	21	12	15	16	18	20	18	20	14	17	16	18	19	
11	7	5	4	15	11	17	13	11	7	9	18	16	14	19	20	15	16	16	2	1	2	16	15	0	3	16	12	8	3	5	16	12	10	9	14	14	12	15	6	3	5	12	11	9	5	15	6	17	14	10	11	19	16	15	10	14	15	17	6	9	15	12	13	17	16	15	13	19	20	17	17	18	22	16	7	19	18	13	11	9	16	13	22	23	18	18	19	
13	9	7	6	17	13	20	16	14	4	6	21	19	17	19	23	15	16	18	4	3	2	18	17	3	0	19	15	11	6	5	19	15	13	9	15	14	12	17	8	5	5	14	13	11	2	17	3	19	17	7	8	22	19	16	8	16	17	19	3	6	17	9	10	18	15	12	10	20	18	15	14	20	24	18	4	19	15	10	8	6	13	10	23	21	16	15	16	
7	11	13	15	3	7	4	8	10	21	19	4	9	11	16	13	13	14	5	16	17	18	2	4	16	19	0	4	8	13	15	2	5	7	17	11	12	14	7	12	15	19	6	7	9	19	3	18	3	7	20	19	8	9	12	24	5	7	9	20	17	4	14	13	5	8	11	15	7	9	12	13	9	13	8	20	8	12	14	16	18	16	18	10	13	13	15	16	
11	11	13	15	7	7	8	4	6	17	15	7	6	7	12	10	9	10	9	14	13	14	6	5	12	15	4	0	4	9	11	5	1	3	13	7	8	10	11	15	15	17	10	10	12	15	7	14	6	3	16	16	8	5	8	21	9	11	13	16	14	8	11	10	8	5	8	12	10	9	10	11	13	17	12	17	12	16	11	13	15	13	15	13	13	11	13	14	
15	12	13	12	11	8	9	5	3	13	11	10	8	6	11	12	8	9	13	10	9	10	10	9	8	11	8	4	0	5	7	8	4	2	11	6	7	9	15	14	11	13	14	14	16	11	11	10	9	6	14	15	11	8	7	17	13	15	17	12	15	12	14	13	11	8	11	14	13	12	9	10	17	21	16	13	16	19	14	16	15	14	17	16	15	10	12	13	
14	10	8	7	16	13	14	10	8	8	6	15	13	11	16	17	12	13	18	5	4	5	15	14	3	6	13	9	5	0	2	13	9	7	6	11	11	9	18	9	6	8	15	14	12	6	16	5	14	11	9	10	16	13	12	12	17	18	20	7	10	17	13	14	16	13	16	14	18	17	14	15	21	25	19	8	21	19	14	12	10	17	14	21	20	15	17	18	
16	12	10	9	18	15	16	12	10	6	4	17	15	13	14	19	10	11	20	7	6	7	17	16	5	5	15	11	7	2	0	15	11	9	4	10	9	7	20	11	8	8	17	16	14	4	18	3	16	13	7	8	18	15	11	10	19	20	22	5	8	19	11	12	18	15	14	12	18	16	13	14	23	27	21	6	21	17	12	10	8	15	12	21	19	14	16	17	
9	13	15	17	5	9	4	8	10	21	19	2	7	10	15	11	12	13	7	17	17	18	4	6	16	19	2	5	8	13	15	0	4	6	16	10	11	13	9	12	15	19	6	7	9	19	3	18	1	6	18	17	6	8	11	23	5	7	9	18	15	4	12	11	3	6	9	13	5	7	10	11	9	13	8	18	8	12	12	14	16	14	16	8	11	11	13	14	
12	12	14	16	8	8	8	5	7	17	15	6	5	6	11	9	8	9	10	14	13	14	7	6	12	15	5	1	4	9	11	4	0	2	12	6	7	9	12	16	15	17	10	11	13	15	7	14	5	2	15	15	7	4	7	21	9	11	13	16	13	8	10	9	7	4	7	11	9	8	9	10	13	17	12	16	12	15	10	12	14	12	14	12	12	10	12	13	
14	14	15	14	10	10	10	7	5	15	13	8	7	4	9	11	6	7	12	12	11	12	9	8	10	13	7	3	2	7	9	6	2	0	10	4	5	7	14	16	13	15	12	13	15	13	9	12	7	4	13	14	9	6	5	19	11	13	15	14	15	10	12	11	9	6	9	12	11	10	7	8	15	19	14	15	14	17	12	14	16	12	15	14	13	8	10	11	
20	16	14	13	20	19	20	16	14	10	8	18	17	14	10	21	6	7	22	11	10	11	19	18	9	9	17	13	11	6	4	16	12	10	0	6	5	3	24	15	12	12	21	20	18	8	19	7	17	13	3	4	14	11	7	14	19	21	23	9	12	18	9	10	16	15	12	8	14	12	9	10	23	27	21	10	20	16	11	11	12	14	11	17	15	10	12	13	
18	18	19	18	14	14	14	11	9	16	14	12	11	8	6	15	2	3	16	16	15	16	13	12	14	15	11	7	6	11	10	10	6	4	6	0	1	3	18	20	17	18	15	16	18	14	13	13	11	7	9	10	8	5	1	20	13	15	17	15	12	12	9	8	10	9	6	8	8	6	3	4	17	21	16	15	16	14	9	11	13	8	11	11	9	4	6	7	
19	19	19	18	15	15	15	12	10	15	13	13	12	9	5	16	1	2	17	16	15	16	14	13	14	14	12	8	7	11	9	11	7	5	5	1	0	2	19	20	17	17	16	17	19	13	14	12	12	8	8	9	9	6	2	19	14	16	18	14	13	13	10	9	11	10	7	9	9	7	4	5	18	22	17	15	17	15	10	12	14	9	12	12	10	5	7	8	
21	19	17	16	17	17	17	14	12	13	11	15	14	11	7	18	3	4	19	14	13	14	16	15	12	12	14	10	9	9	7	13	9	7	3	3	2	0	21	18	15	15	18	19	21	11	16	10	14	10	6	7	11	8	4	17	16	18	20	12	15	15	12	11	13	12	9	11	11	9	6	7	20	24	19	13	19	17	12	14	15	11	14	14	12	7	9	10	
7	11	13	15	6	10	10	13	15	21	23	11	16	18	23	20	20	21	2	14	14	15	5	7	15	17	7	11	15	18	20	9	12	14	24	18	19	21	0	9	12	16	3	4	6	19	6	20	8	13	23	22	12	15	17	21	5	7	9	20	20	6	17	16	8	11	14	18	10	12	15	16	9	13	8	21	10	13	17	19	21	19	21	13	16	16	18	19	
14	10	8	8	12	14	16	17	17	12	14	14	19	20	25	23	21	22	11	5	5	6	11	10	6	8	12	15	14	9	11	12	16	16	15	20	20	18	9	0	3	7	6	5	3	10	9	11	11	16	15	16	15	18	20	12	8	9	11	11	14	9	17	18	11	14	17	18	13	15	18	19	12	16	10	12	13	15	18	16	14	21	18	16	19	19	21	22	
12	8	6	5	15	12	19	15	14	9	11	17	18	17	22	22	18	19	14	3	2	3	14	13	3	5	15	15	11	6	8	15	15	13	12	17	17	15	12	3	0	4	9	8	6	7	12	8	14	17	12	13	18	19	18	9	11	12	14	8	11	12	14	15	14	17	17	15	16	18	20	19	15	19	13	9	16	18	15	13	11	18	15	19	22	21	20	21	
14	10	8	7	18	14	21	17	16	9	11	21	20	19	22	24	18	19	18	5	4	3	18	17	5	5	19	17	13	8	8	19	17	15	12	18	17	15	16	7	4	0	13	12	10	4	16	5	18	19	9	10	22	21	19	5	15	16	18	5	8	16	11	12	18	17	14	12	20	20	17	16	19	23	17	6	20	17	12	10	8	15	12	23	23	18	17	18	
10	14	14	14	6	10	10	13	15	18	20	8	13	16	21	17	17	18	5	11	11	12	5	6	12	14	6	10	14	15	17	6	10	12	21	15	16	18	3	6	9	13	0	1	3	16	3	17	5	10	20	19	9	12	14	18	2	4	6	17	17	3	14	13	5	8	11	15	7	9	12	13	6	10	5	18	7	10	14	16	18	16	18	10	13	13	15	16	
11	13	13	13	7	9	11	12	14	17	19	9	14	17	22	18	18	19	6	10	10	11	6	5	11	13	7	10	14	14	16	7	11	13	20	16	17	19	4	5	8	12	1	0	2	15	4	16	6	11	20	20	10	13	15	17	3	4	6	16	18	4	15	14	6	9	12	16	8	10	13	14	7	11	5	17	8	10	15	17	19	17	19	11	14	14	16	17	
13	13	11	11	9	11	13	14	16	15	17	11	16	19	24	20	20	21	8	8	8	9	8	7	9	11	9	12	16	12	14	9	13	15	18	18	19	21	6	3	6	10	3	2	0	13	6	14	8	13	18	19	12	15	17	15	5	6	8	14	17	6	17	16	8	11	14	18	10	12	15	16	9	13	7	15	10	12	17	19	17	19	21	13	16	16	18	19	
15	11	9	8	19	15	20	16	14	6	8	21	19	17	18	23	14	15	20	6	5	4	20	19	5	2	19	15	11	6	4	19	15	13	8	14	13	11	19	10	7	4	16	15	13	0	19	1	18	15	5	6	20	17	15	6	18	19	21	1	4	18	7	8	16	13	10	8	18	16	13	12	20	24	18	2	17	13	8	6	4	11	8	21	19	14	13	14	
10	14	16	17	6	10	7	11	13	21	22	5	10	13	18	14	15	16	8	14	14	15	5	7	15	17	3	7	11	16	18	3	7	9	19	13	14	16	6	9	12	16	3	4	6	19	0	20	2	7	18	17	7	9	12	21	2	4	6	18	15	1	12	11	3	6	9	13	5	7	10	11	6	10	5	18	5	9	12	14	16	14	16	8	11	11	13	14	
16	12	10	9	20	16	19	15	13	7	7	20	18	16	17	22	13	14	21	7	6	5	20	19	6	3	18	14	10	5	3	18	14	12	7	13	12	10	20	11	8	5	17	16	14	1	20	0	19	16	4	5	21	18	14	7	19	20	22	2	5	19	8	9	17	14	11	9	19	17	14	13	21	25	19	3	18	14	9	7	5	12	9	22	20	15	14	15	
10	14	16	18	6	10	5	9	11	22	20	3	8	11	16	12	13	14	8	16	16	17	5	7	17	19	3	6	9	14	16	1	5	7	17	11	12	14	8	11	14	18	5	6	8	18	2	19	0	5	17	16	5	7	11	22	4	6	8	17	14	3	11	10	2	5	8	12	4	6	9	10	8	12	7	17	7	11	11	13	15	13	15	7	10	10	12	13	
14	14	16	18	10	10	10	7	9	19	17	8	7	8	13	11	9	10	12	16	15	16	9	8	14	17	7	3	6	11	13	6	2	4	13	7	8	10	13	16	17	19	10	11	13	15	7	16	5	0	14	13	5	2	6	19	8	10	12	14	11	7	8	7	5	2	5	9	7	6	8	9	12	16	11	14	11	13	8	10	12	10	12	10	10	9	11	12	
20	16	14	13	23	20	22	19	17	11	11	20	20	17	13	24	9	10	25	11	10	9	22	21	10	7	20	16	14	9	7	18	15	13	3	9	8	6	23	15	12	9	20	20	18	5	18	4	17	14	0	1	17	14	10	11	18	19	21	6	9	17	6	7	15	12	9	5	15	13	10	9	20	24	18	7	17	13	8	8	9	11	8	18	16	11	12	13	
21	17	15	14	22	21	21	20	18	12	12	19	20	18	14	24	10	11	24	12	11	10	21	21	11	8	19	16	15	10	8	17	15	14	4	10	9	7	22	16	13	10	19	20	19	6	17	5	16	13	1	0	16	15	11	12	17	18	20	7	8	16	5	6	14	11	8	4	14	12	9	8	19	23	17	8	16	12	7	7	9	10	7	17	15	10	11	12	
15	19	21	23	11	15	10	12	14	24	22	8	12	13	14	16	10	11	13	20	20	21	10	12	19	22	8	8	11	16	18	6	7	9	14	8	9	11	12	15	18	22	9	10	12	20	7	21	5	5	17	16	0	3	7	24	7	9	11	19	16	6	13	12	4	7	10	12	2	4	7	8	11	15	10	19	10	14	13	15	17	12	15	5	8	8	10	11	
16	16	18	20	12	12	12	9	11	21	19	10	9	10	11	13	7	8	14	18	17	18	11	10	16	19	9	5	8	13	15	8	4	6	11	5	6	8	15	18	19	21	12	13	15	17	9	18	7	2	14	15	3	0	4	21	10	12	14	16	13	9	10	9	7	4	7	11	5	4	6	7	14	18	13	16	13	15	10	12	14	11	14	8	8	7	9	10	
19	19	20	19	15	15	15	12	10	17	15	13	12	9	7	16	3	4	17	17	16	17	14	13	15	16	12	8	7	12	11	11	7	5	7	1	2	4	17	20	18	19	14	15	17	15	12	14	11	6	10	11	7	4	0	19	12	14	16	14	11	11	8	7	9	8	5	7	7	5	2	3	16	20	15	14	15	13	8	10	12	7	10	10	8	3	5	6	
19	15	13	12	23	19	26	22	20	12	14	25	25	23	24	29	20	21	23	10	9	8	23	22	10	8	24	21	17	12	10	23	21	19	14	20	19	17	21	12	9	5	18	17	15	6	21	7	22	19	11	12	24	21	19	0	20	21	23	5	8	21	11	12	20	17	14	12	22	20	17	16	24	28	22	6	21	17	12	10	8	15	12	25	23	18	17	18	
12	16	16	16	8	12	9	13	15	20	22	7	12	15	19	16	15	16	7	13	13	14	7	8	14	16	5	9	13	17	19	5	9	11	19	13	14	16	5	8	11	15	2	3	5	18	2	19	4	8	18	17	7	10	12	20	0	2	4	18	15	1	12	11	3	6	9	13	5	7	10	11	4	8	3	18	5	8	12	14	16	14	16	8	11	11	13	14	
14	17	17	17	10	13	11	15	17	21	23	9	14	17	21	18	17	18	9	14	14	15	9	9	15	17	7	11	15	18	20	7	11	13	21	15	16	18	7	9	12	16	4	4	6	19	4	20	6	10	19	18	9	12	14	21	2	0	2	18	16	3	13	12	5	8	11	14	7	9	12	13	4	8	1	17	7	6	11	13	15	16	15	10	13	13	15	16	
16	19	19	19	12	15	13	17	19	23	25	11	16	19	23	20	19	20	11	16	16	17	11	11	17	19	9	13	17	20	22	9	13	15	23	17	18	20	9	11	14	18	6	6	8	21	6	22	8	12	21	20	11	14	16	23	4	2	0	20	18	5	15	14	7	10	13	16	9	11	14	15	6	10	3	19	9	8	13	15	17	18	17	12	15	15	17	18	
16	12	10	9	20	16	21	17	15	7	9	20	20	18	19	24	15	16	21	7	6	5	21	20	6	3	20	16	12	7	5	18	16	14	9	15	14	12	20	11	8	5	17	16	14	1	18	2	17	14	6	7	19	16	14	5	18	18	20	0	3	17	6	7	15	12	9	7	17	15	12	11	19	23	17	1	16	12	7	5	3	10	7	20	18	13	12	13	
19	15	13	12	20	19	19	18	18	10	12	17	18	19	18	22	14	15	22	10	9	8	19	19	9	6	17	14	15	10	8	15	13	15	12	12	13	15	20	14	11	8	17	18	17	4	15	5	14	11	9	8	16	13	11	8	15	16	18	3	0	14	3	4	12	9	6	4	14	12	9	8	17	21	15	4	14	10	5	5	6	10	7	17	15	10	11	12	
11	15	17	17	7	11	8	12	14	21	23	6	11	14	18	15	14	15	8	14	14	15	6	8	15	17	4	8	12	17	19	4	8	10	18	12	13	15	6	9	12	16	3	4	6	18	1	19	3	7	17	16	6	9	11	21	1	3	5	17	14	0	11	10	2	5	8	12	4	6	9	10	5	9	4	17	4	8	11	13	15	13	15	7	10	10	12	13	
21	18	16	15	17	18	16	15	17	13	15	14	15	16	15	19	11	12	19	13	12	11	16	16	12	9	14	11	14	13	11	12	10	12	9	9	10	12	17	17	14	11	14	15	17	7	12	8	11	8	6	5	13	10	8	11	12	13	15	6	3	11	0	1	9	6	3	1	11	9	6	5	14	18	12	6	11	7	2	2	4	7	4	14	12	7	8	9	
20	19	17	16	16	17	15	14	16	14	16	13	14	15	14	18	10	11	18	14	13	12	15	15	13	10	13	10	13	14	12	11	9	11	10	8	9	11	16	18	15	12	13	14	16	8	11	9	10	7	7	6	12	9	7	12	11	12	14	7	4	10	1	0	8	5	2	2	10	8	5	6	13	17	11	7	10	6	1	3	5	6	5	13	11	6	8	9	
12	16	18	19	8	12	7	11	13	22	22	5	10	13	16	14	12	13	10	16	16	17	7	9	17	18	5	8	11	16	18	3	7	9	16	10	11	13	8	11	14	18	5	6	8	16	3	17	2	5	15	14	4	7	9	20	3	5	7	15	12	2	9	8	0	3	6	10	2	4	7	8	7	11	6	15	6	10	9	11	13	11	13	5	8	8	10	11	
15	16	18	20	11	12	10	9	11	19	19	8	9	10	15	13	11	12	13	18	17	17	10	10	16	15	8	5	8	13	15	6	4	6	15	9	10	12	11	14	17	17	8	9	11	13	6	14	5	2	12	11	7	4	8	17	6	8	10	12	9	5	6	5	3	0	3	7	5	4	6	7	10	14	9	12	9	11	6	8	10	8	10	8	8	7	9	10	
18	19	19	18	14	15	13	12	14	16	18	11	12	13	12	16	8	9	16	16	15	14	13	13	15	12	11	8	11	16	14	9	7	9	12	6	7	9	14	17	17	14	11	12	14	10	9	11	8	5	9	8	10	7	5	14	9	11	13	9	6	8	3	2	6	3	0	4	8	6	3	4	13	17	12	9	12	8	3	5	7	5	7	11	9	4	6	7	
22	19	17	16	18	19	17	16	17	14	16	15	16	16	14	20	10	11	20	14	13	12	17	17	13	10	15	12	14	14	12	13	11	12	8	8	9	11	18	18	15	12	15	16	18	8	13	9	12	9	5	4	12	11	7	12	13	14	16	7	4	12	1	2	10	7	4	0	10	8	5	4	15	19	13	7	12	8	3	3	5	6	3	13	11	6	7	8	
14	18	20	21	10	14	9	13	15	24	22	7	12	15	14	16	10	11	12	18	18	19	9	11	19	20	7	10	13	18	18	5	9	11	14	8	9	11	10	13	16	20	7	8	10	18	5	19	4	7	15	14	2	5	7	22	5	7	9	17	14	4	11	10	2	5	8	10	0	2	5	6	9	13	8	17	8	12	11	13	15	10	13	3	6	6	8	9	
16	20	22	23	12	16	11	13	15	22	20	9	13	14	12	17	8	9	14	20	20	20	11	13	20	18	9	9	12	17	16	7	8	10	12	6	7	9	12	15	18	20	9	10	12	16	7	17	6	6	13	12	4	4	5	20	7	9	11	15	12	6	9	8	4	4	6	8	2	0	3	4	11	15	10	15	10	14	9	11	13	8	11	5	4	4	6	7	
19	21	22	21	15	17	14	14	12	19	17	12	14	11	9	18	5	6	17	19	18	17	14	15	17	15	12	10	9	14	13	10	9	7	9	3	4	6	15	18	20	17	12	13	15	13	10	14	9	8	10	9	7	6	2	17	10	12	14	12	9	9	6	5	7	6	3	5	5	3	0	1	14	18	13	12	13	11	6	8	10	5	8	8	6	1	3	4	
20	22	21	20	16	18	15	15	13	18	18	13	15	12	10	19	6	7	18	18	17	16	15	16	17	14	13	11	10	15	14	11	10	8	10	4	5	7	16	19	19	16	13	14	16	12	11	13	10	9	9	8	8	7	3	16	11	13	15	11	8	10	5	6	8	7	4	4	6	4	1	0	15	19	14	11	14	12	7	7	9	6	7	9	7	2	3	4	
16	20	20	20	12	16	13	17	19	24	26	11	16	19	23	20	19	20	11	17	17	18	11	12	18	20	9	13	17	21	23	9	13	15	23	17	18	20	9	12	15	19	6	7	9	20	6	21	8	12	20	19	11	14	16	24	4	4	6	19	17	5	14	13	7	10	13	15	9	11	14	15	0	4	3	18	3	7	12	14	16	17	16	12	15	15	17	18	
20	24	24	24	16	20	17	21	23	28	30	15	20	23	27	24	23	24	15	21	21	22	15	16	22	24	13	17	21	25	27	13	17	19	27	21	22	24	13	16	19	23	10	11	13	24	10	25	12	16	24	23	15	18	20	28	8	8	10	23	21	9	18	17	11	14	17	19	13	15	18	19	4	0	7	22	7	11	16	18	20	21	20	16	19	19	21	22	
15	18	18	18	11	14	12	16	18	22	24	10	15	18	22	19	18	19	10	15	15	16	10	10	16	18	8	12	16	19	21	8	12	14	21	16	17	19	8	10	13	17	5	5	7	18	5	19	7	11	18	17	10	13	15	22	3	1	3	17	15	4	12	11	6	9	12	13	8	10	13	14	3	7	0	16	6	5	10	12	14	15	14	11	14	14	16	17	
17	13	11	10	21	17	22	18	16	8	10	20	21	19	20	25	16	17	22	8	7	6	22	21	7	4	20	17	13	8	6	18	16	15	10	15	15	13	21	12	9	6	18	17	15	2	18	3	17	14	7	8	19	16	14	6	18	17	19	1	4	17	6	7	15	12	9	7	17	15	12	11	18	22	16	0	15	11	6	4	2	9	6	20	18	13	11	12	
15	19	21	21	11	15	12	16	18	23	25	10	15	18	22	19	18	19	12	18	18	19	10	12	19	19	8	12	16	21	21	8	12	14	20	16	17	19	10	13	16	20	7	8	10	17	5	18	7	11	17	16	10	13	15	21	5	7	9	16	14	4	11	10	6	9	12	12	8	10	13	14	3	7	6	15	0	4	9	11	13	14	13	11	14	14	16	17	
19	23	22	21	15	19	16	20	22	19	21	14	19	21	20	23	16	17	15	19	18	17	14	15	18	15	12	16	19	19	17	12	15	17	16	14	15	17	13	15	18	17	10	10	12	13	9	14	11	13	13	12	14	15	13	17	8	6	8	12	10	8	7	6	10	11	8	8	12	14	11	12	7	11	5	11	4	0	5	7	9	10	9	15	17	12	14	15	
21	19	17	16	17	18	16	15	17	14	16	14	15	16	15	19	11	12	19	14	13	12	16	16	13	10	14	11	14	14	12	12	10	12	11	9	10	12	17	18	15	12	14	15	17	8	12	9	11	8	8	7	13	10	8	12	12	11	13	7	5	11	2	1	9	6	3	3	11	9	6	7	12	16	10	6	9	5	0	2	4	5	4	14	12	7	9	10	
